_id,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card47,card48,card49,card50,card51,card52,gameId,playerId,handNumber,strategy,bidSelfOrder,bidSelfBid,bidRightBid,bidPartnerBid,bidLeftBid,scoreSelfTeamScore,scoreSelfTeamBags,scoreOtherTeamScore,scoreOtherTeamBags,tricksTaken,scoreChange,bagsChange,finalBags,winner,finalScore
ObjectId(59fe26d9f57e7a65e3a90140),1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,1,randFromNumberOfSpades,1,0,,,,0,0,0,0,2,-16,0,3,0,-55
ObjectId(59fe26d9f57e7a65e3a90141),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,1,randFromNumberOfSpades,2,5,Nil,,,0,0,0,0,4,-8,0,7,1,7
ObjectId(59fe26daf57e7a65e3a90142),0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,1,randFromNumberOfSpades,3,6,5,Nil,,0,0,0,0,4,-16,0,3,0,-55
ObjectId(59fe26daf57e7a65e3a90143),0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,1,randFromNumberOfSpades,4,3,6,5,Nil,0,0,0,0,2,-8,0,7,1,7
ObjectId(59fe26dff57e7a65e3a90178),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,2,randFromNumberOfSpades,1,4,,,,-8,0,-16,0,7,6,2,7,1,7
ObjectId(59fe26dff57e7a65e3a90179),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,2,randFromNumberOfSpades,2,6,4,,,-16,0,-8,0,1,-8,0,3,0,-55
ObjectId(59fe26dff57e7a65e3a9017a),0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,2,randFromNumberOfSpades,3,2,6,4,,-8,0,-16,0,1,6,2,7,1,7
ObjectId(59fe26e0f57e7a65e3a9017b),1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,2,randFromNumberOfSpades,4,2,2,6,4,-16,0,-8,0,4,-8,0,3,0,-55
ObjectId(59fe26e5f57e7a65e3a901b0),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,3,randFromNumberOfSpades,1,4,,,,-24,0,-2,2,6,-10,0,3,0,-55
ObjectId(59fe26e5f57e7a65e3a901b1),0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,3,randFromNumberOfSpades,2,4,4,,,-2,2,-24,0,1,5,0,7,1,7
ObjectId(59fe26e5f57e7a65e3a901b2),0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,3,randFromNumberOfSpades,3,6,4,4,,-24,0,-2,2,2,-10,0,3,0,-55
ObjectId(59fe26e6f57e7a65e3a901b3),0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,3,randFromNumberOfSpades,4,1,6,4,4,-2,2,-24,0,4,5,0,7,1,7
ObjectId(59fe26ebf57e7a65e3a901e8),0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,4,randFromNumberOfSpades,1,6,,,,3,2,-34,0,5,7,1,7,1,7
ObjectId(59fe26ebf57e7a65e3a901e9),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,4,randFromNumberOfSpades,2,2,6,,,-34,0,3,2,4,3,2,3,0,-55
ObjectId(59fe26ebf57e7a65e3a901ea),0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,4,randFromNumberOfSpades,3,1,2,6,,3,2,-34,0,3,7,1,7,1,7
ObjectId(59fe26ebf57e7a65e3a901eb),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,4,randFromNumberOfSpades,4,1,1,2,6,-34,0,3,2,1,3,2,3,0,-55
ObjectId(59fe26f0f57e7a65e3a90220),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,5,randFromNumberOfSpades,1,4,,,,-31,2,10,3,5,6,1,3,0,-55
ObjectId(59fe26f0f57e7a65e3a90221),1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,5,randFromNumberOfSpades,2,5,4,,,10,3,-31,2,2,-7,0,7,1,7
ObjectId(59fe26f1f57e7a65e3a90222),0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,5,randFromNumberOfSpades,3,2,5,4,,-31,2,10,3,2,6,1,3,0,-55
ObjectId(59fe26f1f57e7a65e3a90223),0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,5,randFromNumberOfSpades,4,2,2,5,4,10,3,-31,2,4,-7,0,7,1,7
ObjectId(59fe26f6f57e7a65e3a90258),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,6,randFromNumberOfSpades,1,3,,,,3,3,-25,3,1,-8,0,7,1,7
ObjectId(59fe26f6f57e7a65e3a90259),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,6,randFromNumberOfSpades,2,5,3,,,-25,3,3,3,7,9,0,3,0,-55
ObjectId(59fe26f6f57e7a65e3a9025a),0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,6,randFromNumberOfSpades,3,5,5,3,,3,3,-25,3,3,-8,0,7,1,7
ObjectId(59fe26f6f57e7a65e3a9025b),1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,6,randFromNumberOfSpades,4,4,5,5,3,-25,3,3,3,2,9,0,3,0,-55
ObjectId(59fe26fcf57e7a65e3a90290),1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,7,randFromNumberOfSpades,1,0,,,,-16,3,-5,3,3,-20,0,3,0,-55
ObjectId(59fe26fcf57e7a65e3a90291),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,7,randFromNumberOfSpades,2,5,Nil,,,-5,3,-16,3,6,8,0,7,1,7
ObjectId(59fe26fcf57e7a65e3a90292),0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,7,randFromNumberOfSpades,3,0,5,Nil,,-16,3,-5,3,2,-20,0,3,0,-55
ObjectId(59fe26fcf57e7a65e3a90293),0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,7,randFromNumberOfSpades,4,3,Nil,5,Nil,-5,3,-16,3,2,8,0,7,1,7
ObjectId(59fe2701f57e7a65e3a902c8),0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,kknzXyHRBEsa49cQiZG0TWUxzuXjob,Hil4kn4uad,8,randFromNumberOfSpades,1,1,,,,3,3,-36,3,6,4,4,7,1,7
ObjectId(59fe2701f57e7a65e3a902c9),0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,UWw2ncQaYv,8,randFromNumberOfSpades,2,0,1,,,-36,3,3,3,3,-19,0,3,0,-55
ObjectId(59fe2701f57e7a65e3a902ca),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,DnHMdszUYj,8,randFromNumberOfSpades,3,3,Nil,1,,3,3,-36,3,2,4,4,7,1,7
ObjectId(59fe2701f57e7a65e3a902cb),0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,kknzXyHRBEsa49cQiZG0TWUxzuXjob,3N5bXlodMn,8,randFromNumberOfSpades,4,9,3,Nil,1,-36,3,3,3,2,-19,0,3,0,-55
ObjectId(59fe2707f57e7a65e3a90300),1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,gnAdpz7hqF,1,randFromNumberOfSpades,1,4,,,,0,0,0,0,2,5,0,7,1,20
ObjectId(59fe2707f57e7a65e3a90301),0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,vlD7JzYqtK,1,randFromNumberOfSpades,2,6,4,,,0,0,0,0,4,-8,0,0,0,-33
ObjectId(59fe2707f57e7a65e3a90302),0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,tXULBmazof,1,randFromNumberOfSpades,3,1,6,4,,0,0,0,0,3,5,0,7,1,20
ObjectId(59fe2708f57e7a65e3a90303),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,OOMJaCpvwY,1,randFromNumberOfSpades,4,2,1,6,4,0,0,0,0,3,-8,0,0,0,-33
ObjectId(59fe270df57e7a65e3a90338),0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,vlD7JzYqtK,2,randFromNumberOfSpades,1,2,,,,-8,0,5,0,1,-3,0,0,0,-33
ObjectId(59fe270df57e7a65e3a90339),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,tXULBmazof,2,randFromNumberOfSpades,2,4,2,,,5,0,-8,0,4,10,1,7,1,20
ObjectId(59fe270df57e7a65e3a9033a),1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,OOMJaCpvwY,2,randFromNumberOfSpades,3,1,4,2,,-8,0,5,0,1,-3,0,0,0,-33
ObjectId(59fe270df57e7a65e3a9033b),0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,gnAdpz7hqF,2,randFromNumberOfSpades,4,6,1,4,2,5,0,-8,0,7,10,1,7,1,20
ObjectId(59fe2713f57e7a65e3a90370),0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,tXULBmazof,3,randFromNumberOfSpades,1,2,,,,15,1,-11,0,2,7,1,7,1,20
ObjectId(59fe2713f57e7a65e3a90371),0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,OOMJaCpvwY,3,randFromNumberOfSpades,2,6,2,,,-11,0,15,1,4,-10,0,0,0,-33
ObjectId(59fe2713f57e7a65e3a90372),0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,gnAdpz7hqF,3,randFromNumberOfSpades,3,5,6,2,,15,1,-11,0,6,7,1,7,1,20
ObjectId(59fe2713f57e7a65e3a90373),1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,vlD7JzYqtK,3,randFromNumberOfSpades,4,4,5,6,2,-11,0,15,1,1,-10,0,0,0,-33
ObjectId(59fe2719f57e7a65e3a903a8),1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,OOMJaCpvwY,4,randFromNumberOfSpades,1,4,,,,-21,0,22,2,2,-7,0,0,0,-33
ObjectId(59fe2719f57e7a65e3a903a9),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,gnAdpz7hqF,4,randFromNumberOfSpades,2,1,4,,,22,2,-21,0,4,-8,0,7,1,20
ObjectId(59fe2719f57e7a65e3a903aa),0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,vlD7JzYqtK,4,randFromNumberOfSpades,3,3,1,4,,-21,0,22,2,4,-7,0,0,0,-33
ObjectId(59fe2719f57e7a65e3a903ab),0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,tXULBmazof,4,randFromNumberOfSpades,4,7,3,1,4,22,2,-21,0,3,-8,0,7,1,20
ObjectId(59fe271ef57e7a65e3a903e0),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,gnAdpz7hqF,5,randFromNumberOfSpades,1,2,,,,14,2,-28,0,6,6,5,7,1,20
ObjectId(59fe271ef57e7a65e3a903e1),1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,vlD7JzYqtK,5,randFromNumberOfSpades,2,2,2,,,-28,0,14,2,2,-5,0,0,0,-33
ObjectId(59fe271ff57e7a65e3a903e2),0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,tXULBmazof,5,randFromNumberOfSpades,3,4,2,2,,14,2,-28,0,5,6,5,7,1,20
ObjectId(59fe271ff57e7a65e3a903e3),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,cQJGWIWC05PyZeD4hAOo8y52aGnNLH,OOMJaCpvwY,5,randFromNumberOfSpades,4,3,4,2,2,-28,0,14,2,0,-5,0,0,0,-33
ObjectId(59fe2724f57e7a65e3a90418),0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,zrxxDWz6Df,1,randFromNumberOfSpades,1,6,,,,0,0,0,0,1,-8,0,1,1,-51
ObjectId(59fe2724f57e7a65e3a90419),0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,erOjWTZW5t,1,randFromNumberOfSpades,2,6,6,,,0,0,0,0,2,-13,0,2,0,-59
ObjectId(59fe2724f57e7a65e3a9041a),0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,MTdDsymBJDZq0AAai7OsUFJJAG26qR,RPBAQZMu6f,1,randFromNumberOfSpades,3,2,6,6,,0,0,0,0,4,-8,0,1,1,-51
ObjectId(59fe2724f57e7a65e3a9041b),1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,zE8FhlDeFJ,1,randFromNumberOfSpades,4,7,2,6,6,0,0,0,0,5,-13,0,2,0,-59
ObjectId(59fe2729f57e7a65e3a90450),0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,MTdDsymBJDZq0AAai7OsUFJJAG26qR,erOjWTZW5t,2,randFromNumberOfSpades,1,4,,,,-13,0,-8,0,3,-8,0,2,0,-59
ObjectId(59fe272af57e7a65e3a90451),0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,RPBAQZMu6f,2,randFromNumberOfSpades,2,0,4,,,-8,0,-13,0,1,-6,1,1,1,-51
ObjectId(59fe272af57e7a65e3a90452),0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,zE8FhlDeFJ,2,randFromNumberOfSpades,3,4,Nil,4,,-13,0,-8,0,4,-8,0,2,0,-59
ObjectId(59fe272af57e7a65e3a90453),1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,zrxxDWz6Df,2,randFromNumberOfSpades,4,4,4,Nil,4,-8,0,-13,0,5,-6,1,1,1,-51
ObjectId(59fe272ff57e7a65e3a90488),0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,MTdDsymBJDZq0AAai7OsUFJJAG26qR,RPBAQZMu6f,3,randFromNumberOfSpades,1,4,,,,-14,1,-21,0,5,6,1,1,1,-51
ObjectId(59fe272ff57e7a65e3a90489),1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,zE8FhlDeFJ,3,randFromNumberOfSpades,2,3,4,,,-21,0,-14,1,2,4,2,2,0,-59
ObjectId(59fe272ff57e7a65e3a9048a),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,zrxxDWz6Df,3,randFromNumberOfSpades,3,2,3,4,,-14,1,-21,0,2,6,1,1,1,-51
ObjectId(59fe272ff57e7a65e3a9048b),0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,MTdDsymBJDZq0AAai7OsUFJJAG26qR,erOjWTZW5t,3,randFromNumberOfSpades,4,1,2,3,4,-21,0,-14,1,4,4,2,2,0,-59
