_id,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card47,card48,card49,card50,card51,card52,gameId,playerId,handNumber,strategy,bidSelfOrder,bidSelfBid,bidRightBid,bidPartnerBid,bidLeftBid,scoreSelfTeamScore,scoreSelfTeamBags,scoreOtherTeamScore,scoreOtherTeamBags,tricksTaken,scoreChange,bagsChange,finalBags,winner,finalScore
ObjectId(59fe2aaaf57e7a65e3a922b8),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,pwVb6WWwy8,3,randFromNumberOfSpades,1,5,,,,-3,0,-2,1,1,-10,0,,,
ObjectId(59fe2aaaf57e7a65e3a922b9),0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,3OEXRRphXe,3,randFromNumberOfSpades,2,3,5,,,-2,1,-3,0,5,6,2,,,
ObjectId(59fe2aaaf57e7a65e3a922ba),0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,X9nVHY6y5Y,3,randFromNumberOfSpades,3,5,3,5,,-3,0,-2,1,4,-10,0,,,
ObjectId(59fe2aaaf57e7a65e3a922bb),0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,Qdo5bjpgSt,3,randFromNumberOfSpades,4,3,5,3,5,-2,1,-3,0,3,6,2,,,
ObjectId(59fe2ab0f57e7a65e3a922f0),0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,3OEXRRphXe,4,randFromNumberOfSpades,1,5,,,,4,3,-13,0,,,,,,
ObjectId(59fe2ab0f57e7a65e3a922f1),0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,X9nVHY6y5Y,4,randFromNumberOfSpades,2,6,5,,,-13,0,4,3,,,,,,
ObjectId(59fe2ab0f57e7a65e3a922f2),0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,Qdo5bjpgSt,4,randFromNumberOfSpades,3,4,6,5,,4,3,-13,0,,,,,,
ObjectId(59fe2ab0f57e7a65e3a922f3),1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NE4KC1yfCGP7Llg5v7MNnV35ExfA2u,pwVb6WWwy8,4,randFromNumberOfSpades,4,3,4,6,5,-13,0,4,3,,,,,,
ObjectId(59fe2d40f57e7a65e3a9230a),0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,1,randFromNumberOfSpades,1,3,,,,0,0,0,0,1,-9,0,8,1,-50
ObjectId(59fe2d40f57e7a65e3a9230b),0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,1,randFromNumberOfSpades,2,4,3,,,0,0,0,0,2,-8,0,1,0,-51
ObjectId(59fe2d40f57e7a65e3a9230c),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,1,randFromNumberOfSpades,3,6,4,3,,0,0,0,0,4,-9,0,8,1,-50
ObjectId(59fe2d40f57e7a65e3a9230d),1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,1,randFromNumberOfSpades,4,4,6,4,3,0,0,0,0,5,-8,0,1,0,-51
ObjectId(59fe2d45f57e7a65e3a92342),0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,2,randFromNumberOfSpades,1,3,,,,-8,0,-9,0,5,-8,0,1,0,-51
ObjectId(59fe2d46f57e7a65e3a92343),1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,2,randFromNumberOfSpades,2,5,3,,,-9,0,-8,0,5,-8,0,8,1,-50
ObjectId(59fe2d46f57e7a65e3a92344),0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,2,randFromNumberOfSpades,3,5,5,3,,-8,0,-9,0,2,-8,0,1,0,-51
ObjectId(59fe2d46f57e7a65e3a92345),0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,2,randFromNumberOfSpades,4,3,5,5,3,-9,0,-8,0,1,-8,0,8,1,-50
ObjectId(59fe2d4bf57e7a65e3a9237a),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,3,randFromNumberOfSpades,1,5,,,,-17,0,-16,0,4,-8,0,8,1,-50
ObjectId(59fe2d4cf57e7a65e3a9237b),0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,3,randFromNumberOfSpades,2,5,5,,,-16,0,-17,0,4,-7,0,1,0,-51
ObjectId(59fe2d4cf57e7a65e3a9237c),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,3,randFromNumberOfSpades,3,3,5,5,,-17,0,-16,0,3,-8,0,8,1,-50
ObjectId(59fe2d4cf57e7a65e3a9237d),0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,3,randFromNumberOfSpades,4,2,3,5,5,-16,0,-17,0,2,-7,0,1,0,-51
ObjectId(59fe2d52f57e7a65e3a923b2),1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,4,randFromNumberOfSpades,1,4,,,,-23,0,-25,0,4,-7,0,1,0,-51
ObjectId(59fe2d52f57e7a65e3a923b3),0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,4,randFromNumberOfSpades,2,5,4,,,-25,0,-23,0,4,-10,0,8,1,-50
ObjectId(59fe2d52f57e7a65e3a923b4),0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,4,randFromNumberOfSpades,3,3,5,4,,-23,0,-25,0,2,-7,0,1,0,-51
ObjectId(59fe2d52f57e7a65e3a923b5),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,4,randFromNumberOfSpades,4,5,3,5,4,-25,0,-23,0,3,-10,0,8,1,-50
ObjectId(59fe2d57f57e7a65e3a923ea),0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,5,randFromNumberOfSpades,1,0,,,,-35,0,-30,0,7,-16,0,8,1,-50
ObjectId(59fe2d57f57e7a65e3a923eb),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,5,randFromNumberOfSpades,2,4,Nil,,,-30,0,-35,0,2,-7,0,1,0,-51
ObjectId(59fe2d58f57e7a65e3a923ec),1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,5,randFromNumberOfSpades,3,6,4,Nil,,-35,0,-30,0,0,-16,0,8,1,-50
ObjectId(59fe2d58f57e7a65e3a923ed),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,5,randFromNumberOfSpades,4,3,6,4,Nil,-30,0,-35,0,4,-7,0,1,0,-51
ObjectId(59fe2d5ef57e7a65e3a92422),0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,6,randFromNumberOfSpades,1,5,,,,-37,0,-51,0,2,-8,0,1,0,-51
ObjectId(59fe2d5ef57e7a65e3a92423),0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,6,randFromNumberOfSpades,2,2,5,,,-51,0,-37,0,4,4,4,8,1,-50
ObjectId(59fe2d5ef57e7a65e3a92424),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,6,randFromNumberOfSpades,3,3,2,5,,-37,0,-51,0,3,-8,0,1,0,-51
ObjectId(59fe2d5ef57e7a65e3a92425),1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,6,randFromNumberOfSpades,4,2,3,2,5,-51,0,-37,0,4,4,4,8,1,-50
ObjectId(59fe2d64f57e7a65e3a9245a),1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,7,randFromNumberOfSpades,1,5,,,,-47,4,-45,0,2,-9,0,8,1,-50
ObjectId(59fe2d64f57e7a65e3a9245b),0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,7,randFromNumberOfSpades,2,3,5,,,-45,0,-47,4,3,7,1,1,0,-51
ObjectId(59fe2d64f57e7a65e3a9245c),0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,7,randFromNumberOfSpades,3,4,3,5,,-47,4,-45,0,3,-9,0,8,1,-50
ObjectId(59fe2d64f57e7a65e3a9245d),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,7,randFromNumberOfSpades,4,4,4,3,5,-45,0,-47,4,5,7,1,1,0,-51
ObjectId(59fe2d6af57e7a65e3a92492),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,I5OOmEoYOf,8,randFromNumberOfSpades,1,0,,,,-38,1,-56,4,2,-13,0,1,0,-51
ObjectId(59fe2d6af57e7a65e3a92493),0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,NROcCTSRV9,8,randFromNumberOfSpades,2,1,Nil,,,-56,4,-38,1,4,6,4,8,1,-50
ObjectId(59fe2d6af57e7a65e3a92494),1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,YdzNaHBICh,8,randFromNumberOfSpades,3,3,1,Nil,,-38,1,-56,4,1,-13,0,1,0,-51
ObjectId(59fe2d6af57e7a65e3a92495),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,Fw4OSNbx1XBTr51h8FIQjWqANtXoZd,tIifi5CoSr,8,randFromNumberOfSpades,4,5,3,1,Nil,-56,4,-38,1,6,6,4,8,1,-50
ObjectId(59fe2d70f57e7a65e3a924ca),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,UjuVEuUOjA,1,randFromNumberOfSpades,1,5,,,,0,0,0,0,3,-8,0,5,1,17
ObjectId(59fe2d70f57e7a65e3a924cb),1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,bmqdZ2NzOM,1,randFromNumberOfSpades,2,2,5,,,0,0,0,0,2,-8,0,5,0,-37
ObjectId(59fe2d70f57e7a65e3a924cc),0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,CvMXCJyXnx,1,randFromNumberOfSpades,3,3,2,5,,0,0,0,0,4,-8,0,5,1,17
ObjectId(59fe2d70f57e7a65e3a924cd),0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,tMxbegXEPB,1,randFromNumberOfSpades,4,0,3,2,5,0,0,0,0,3,-8,0,5,0,-37
ObjectId(59fe2d76f57e7a65e3a92502),0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,bmqdZ2NzOM,2,randFromNumberOfSpades,1,3,,,,-8,0,-8,0,2,-13,0,5,0,-37
ObjectId(59fe2d76f57e7a65e3a92503),0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,CvMXCJyXnx,2,randFromNumberOfSpades,2,2,3,,,-8,0,-8,0,3,8,2,5,1,17
ObjectId(59fe2d76f57e7a65e3a92504),0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,tMxbegXEPB,2,randFromNumberOfSpades,3,0,2,3,,-8,0,-8,0,1,-13,0,5,0,-37
ObjectId(59fe2d76f57e7a65e3a92505),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,UjuVEuUOjA,2,randFromNumberOfSpades,4,6,Nil,2,3,-8,0,-8,0,7,8,2,5,1,17
ObjectId(59fe2d7cf57e7a65e3a9253a),0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,CvMXCJyXnx,3,randFromNumberOfSpades,1,2,,,,0,2,-21,0,2,5,0,5,1,17
ObjectId(59fe2d7cf57e7a65e3a9253b),1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,tMxbegXEPB,3,randFromNumberOfSpades,2,1,2,,,-21,0,0,2,2,3,5,5,0,-37
ObjectId(59fe2d7cf57e7a65e3a9253c),0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,UjuVEuUOjA,3,randFromNumberOfSpades,3,3,1,2,,0,2,-21,0,3,5,0,5,1,17
ObjectId(59fe2d7cf57e7a65e3a9253d),0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,bmqdZ2NzOM,3,randFromNumberOfSpades,4,2,3,1,2,-21,0,0,2,6,3,5,5,0,-37
ObjectId(59fe2d82f57e7a65e3a92572),1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,tMxbegXEPB,4,randFromNumberOfSpades,1,4,,,,-18,5,5,2,2,-7,0,5,0,-37
ObjectId(59fe2d82f57e7a65e3a92573),0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,UjuVEuUOjA,4,randFromNumberOfSpades,2,4,4,,,5,2,-18,5,4,5,2,5,1,17
ObjectId(59fe2d82f57e7a65e3a92574),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,bmqdZ2NzOM,4,randFromNumberOfSpades,3,3,4,4,,-18,5,5,2,4,-7,0,5,0,-37
ObjectId(59fe2d82f57e7a65e3a92575),0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,CvMXCJyXnx,4,randFromNumberOfSpades,4,1,3,4,4,5,2,-18,5,3,5,2,5,1,17
ObjectId(59fe2d88f57e7a65e3a925aa),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,UjuVEuUOjA,5,randFromNumberOfSpades,1,3,,,,10,4,-25,5,6,7,1,5,1,17
ObjectId(59fe2d88f57e7a65e3a925ab),0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,bmqdZ2NzOM,5,randFromNumberOfSpades,2,6,3,,,-25,5,10,4,2,-12,0,5,0,-37
ObjectId(59fe2d88f57e7a65e3a925ac),1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,CvMXCJyXnx,5,randFromNumberOfSpades,3,4,6,3,,10,4,-25,5,2,7,1,5,1,17
ObjectId(59fe2d88f57e7a65e3a925ad),0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,NLzwRkiYt8CRkdqtdgXVr9bJfkaKSE,tMxbegXEPB,5,randFromNumberOfSpades,4,6,4,6,3,-25,5,10,4,3,-12,0,5,0,-37
ObjectId(59fe2d8ef57e7a65e3a925e2),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,i6Y1J0RIVNJu14nH8iUuZssC1rkpCG,GwA4JTnxJo,1,randFromNumberOfSpades,1,4,,,,0,0,0,0,4,6,1,1,0,-76
ObjectId(59fe2d8ef57e7a65e3a925e3),0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,i6Y1J0RIVNJu14nH8iUuZssC1rkpCG,xNwIMAGpuH,1,randFromNumberOfSpades,2,3,4,,,0,0,0,0,1,-13,0,0,1,-61
ObjectId(59fe2d8ef57e7a65e3a925e4),1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,i6Y1J0RIVNJu14nH8iUuZssC1rkpCG,o63fwWfvhq,1,randFromNumberOfSpades,3,2,3,4,,0,0,0,0,3,6,1,1,0,-76
