_id,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card47,card48,card49,card50,card51,card52,gameId,playerId,handNumber,strategy,bidSelfOrder,bidSelfBid,bidRightBid,bidPartnerBid,bidLeftBid,scoreSelfTeamScore,scoreSelfTeamBags,scoreOtherTeamScore,scoreOtherTeamBags,tricksTaken,scoreChange,bagsChange,finalBags,winner,finalScore,learningVersion
ObjectId(5a12077ee10a9b00012a9fd7),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,8,nn,2,3,3,,,17,7,17,6,5,6,0,8,,26,0.2
ObjectId(5a12077ee10a9b00012a9fd8),0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,8,nn,3,3,3,3,,17,6,17,7,3,6,1,5,,55,0.2
ObjectId(5a12077ee10a9b00012a9fd9),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,8,nn,4,3,3,3,3,17,7,17,6,1,6,0,8,,26,0.2
ObjectId(5a120781e10a9b00012aa00e),1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,9,nn,1,3,,,,23,7,23,7,2,-6,0,8,,26,0.2
ObjectId(5a120781e10a9b00012aa00f),0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,9,nn,2,3,3,,,23,7,23,7,4,6,2,5,,55,0.2
ObjectId(5a120781e10a9b00012aa010),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,9,nn,3,3,3,3,,23,7,23,7,3,-6,0,8,,26,0.2
ObjectId(5a120781e10a9b00012aa011),0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,9,nn,4,3,3,3,3,23,7,23,7,4,6,2,5,,55,0.2
ObjectId(5a120784e10a9b00012aa046),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,10,nn,1,3,,,,29,9,17,7,3,6,0,5,,55,0.2
ObjectId(5a120784e10a9b00012aa047),1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,10,nn,2,3,3,,,17,7,29,9,1,4,3,8,,26,0.2
ObjectId(5a120784e10a9b00012aa048),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,10,nn,3,3,3,3,,29,9,17,7,3,6,0,5,,55,0.2
ObjectId(5a120784e10a9b00012aa049),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,10,nn,4,1,3,3,3,17,7,29,9,6,4,3,8,,26,0.2
ObjectId(5a120787e10a9b00012aa07e),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,11,nn,1,3,,,,11,0,35,9,4,6,0,8,,26,0.2
ObjectId(5a120787e10a9b00012aa07f),0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,11,nn,2,1,3,,,35,9,11,0,4,4,3,5,,55,0.2
ObjectId(5a120787e10a9b00012aa080),0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,11,nn,3,3,1,3,,11,0,35,9,2,6,0,8,,26,0.2
ObjectId(5a120787e10a9b00012aa081),0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,11,nn,4,3,3,1,3,35,9,11,0,3,4,3,5,,55,0.2
ObjectId(5a12078ae10a9b00012aa0b6),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,12,nn,1,3,,,,29,2,17,0,3,6,0,5,,55,0.2
ObjectId(5a12078ae10a9b00012aa0b7),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,12,nn,2,3,3,,,17,0,29,2,5,6,1,8,,26,0.2
ObjectId(5a12078ae10a9b00012aa0b8),0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,12,nn,3,3,3,3,,29,2,17,0,3,6,0,5,,55,0.2
ObjectId(5a12078ae10a9b00012aa0b9),0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,12,nn,4,3,3,3,3,17,0,29,2,2,6,1,8,,26,0.2
ObjectId(5a12078de10a9b00012aa0ee),0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,13,nn,1,3,,,,23,1,35,2,1,-6,0,8,,26,0.2
ObjectId(5a12078de10a9b00012aa0ef),1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,13,nn,2,3,3,,,35,2,23,1,4,6,3,5,,55,0.2
ObjectId(5a12078de10a9b00012aa0f0),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,13,nn,3,3,3,3,,23,1,35,2,3,-6,0,8,,26,0.2
ObjectId(5a12078de10a9b00012aa0f1),0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,13,nn,4,3,3,3,3,35,2,23,1,5,6,3,5,,55,0.2
ObjectId(5a120790e10a9b00012aa126),0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,14,nn,1,3,,,,41,5,17,1,2,-6,0,5,,55,0.2
ObjectId(5a120790e10a9b00012aa127),0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,14,nn,2,3,3,,,17,1,41,5,5,4,4,8,,26,0.2
ObjectId(5a120790e10a9b00012aa128),0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,14,nn,3,3,3,3,,41,5,17,1,3,-6,0,5,,55,0.2
ObjectId(5a120790e10a9b00012aa129),1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,14,nn,4,1,3,3,3,17,1,41,5,3,4,4,8,,26,0.2
ObjectId(5a120793e10a9b00012aa15e),1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,15,nn,1,3,,,,21,5,35,5,4,4,1,8,,26,0.2
ObjectId(5a120793e10a9b00012aa15f),0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,15,nn,2,3,3,,,35,5,21,5,3,6,2,5,,55,0.2
ObjectId(5a120793e10a9b00012aa160),0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,15,nn,3,1,3,3,,21,5,35,5,1,4,1,8,,26,0.2
ObjectId(5a120793e10a9b00012aa161),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,15,nn,4,3,1,3,3,35,5,21,5,5,6,2,5,,55,0.2
ObjectId(5a120796e10a9b00012aa196),1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,16,nn,1,3,,,,41,7,25,6,4,6,2,5,,55,0.2
ObjectId(5a120797e10a9b00012aa197),0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,16,nn,2,3,3,,,25,6,41,7,2,-6,0,8,,26,0.2
ObjectId(5a120797e10a9b00012aa198),0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,16,nn,3,3,3,3,,41,7,25,6,4,6,2,5,,55,0.2
ObjectId(5a120797e10a9b00012aa199),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,16,nn,4,3,3,3,3,25,6,41,7,3,-6,0,8,,26,0.2
ObjectId(5a12079ae10a9b00012aa1ce),0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,17,nn,1,3,,,,19,6,47,9,5,6,2,8,,26,0.2
ObjectId(5a12079ae10a9b00012aa1cf),0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,17,nn,2,3,3,,,47,9,19,6,3,-6,0,5,,55,0.2
ObjectId(5a12079ae10a9b00012aa1d0),1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,17,nn,3,3,3,3,,19,6,47,9,3,6,2,8,,26,0.2
ObjectId(5a12079ae10a9b00012aa1d1),0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,17,nn,4,3,3,3,3,47,9,19,6,2,-6,0,5,,55,0.2
ObjectId(5a12079de10a9b00012aa206),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,18,nn,1,3,,,,41,9,25,8,4,6,0,5,,55,0.2
ObjectId(5a12079de10a9b00012aa207),0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,18,nn,2,3,3,,,25,8,41,9,2,7,0,8,,26,0.2
ObjectId(5a12079de10a9b00012aa208),0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,18,nn,3,3,3,3,,41,9,25,8,2,6,0,5,,55,0.2
ObjectId(5a12079de10a9b00012aa209),1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,18,nn,4,4,3,3,3,25,8,41,9,5,7,0,8,,26,0.2
ObjectId(5a1207a0e10a9b00012aa23e),1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,19,nn,1,3,,,,32,8,47,9,3,-6,0,8,,26,0.2
ObjectId(5a1207a0e10a9b00012aa23f),0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,19,nn,2,3,3,,,47,9,32,8,4,4,4,5,,55,0.2
ObjectId(5a1207a0e10a9b00012aa240),0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,19,nn,3,3,3,3,,32,8,47,9,2,-6,0,8,,26,0.2
ObjectId(5a1207a0e10a9b00012aa241),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,19,nn,4,1,3,3,3,47,9,32,8,4,4,4,5,,55,0.2
ObjectId(5a1207a3e10a9b00012aa276),1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,20,nn,1,3,,,,41,3,26,8,2,6,1,5,,55,0.2
ObjectId(5a1207a3e10a9b00012aa277),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,20,nn,2,3,3,,,26,8,41,3,4,6,0,8,,26,0.2
ObjectId(5a1207a3e10a9b00012aa278),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,20,nn,3,3,3,3,,41,3,26,8,5,6,1,5,,55,0.2
ObjectId(5a1207a3e10a9b00012aa279),0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,20,nn,4,3,3,3,3,26,8,41,3,2,6,0,8,,26,0.2
ObjectId(5a1207a6e10a9b00012aa2ae),1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,NRs4cVLAAJ,21,nn,1,3,,,,32,8,47,4,3,-6,0,8,,26,0.2
ObjectId(5a1207a6e10a9b00012aa2af),0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,G1misWvx2N,21,nn,2,5,3,,,47,4,32,8,5,8,1,5,,55,0.2
ObjectId(5a1207a6e10a9b00012aa2b0),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,rKTp4yYXXJQaQVuQettIW6f081AsSY,bQEb9pJuhG,21,nn,3,3,5,3,,32,8,47,4,1,-6,0,8,,26,0.2
ObjectId(5a1207a6e10a9b00012aa2b1),0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,rKTp4yYXXJQaQVuQettIW6f081AsSY,0XPyUNadt7,21,nn,4,3,3,5,3,47,4,32,8,4,8,1,5,,55,0.2
ObjectId(5a1207aae10a9b00012aa2e6),1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,YN4iF3gOY0,1,nn,1,6,,,,0,0,0,0,4,-9,0,4,,54,0.2
ObjectId(5a1207aae10a9b00012aa2e7),0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,F7OECXuwqxYMtlYoywivRGZkv6wybd,Buyal0QlHz,1,nn,2,3,6,,,0,0,0,0,1,6,0,0,,40,0.2
ObjectId(5a1207aae10a9b00012aa2e8),0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,8EHTxNn67e,1,nn,3,3,3,6,,0,0,0,0,2,-9,0,4,,54,0.2
ObjectId(5a1207aae10a9b00012aa2e9),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,kf7TnctJrF,1,nn,4,3,3,3,6,0,0,0,0,5,6,0,0,,40,0.2
ObjectId(5a1207ade10a9b00012aa31e),0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,Buyal0QlHz,2,nn,1,3,,,,6,0,-9,0,4,6,0,0,,40,0.2
ObjectId(5a1207ade10a9b00012aa31f),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,8EHTxNn67e,2,nn,2,3,3,,,-9,0,6,0,1,7,0,4,,54,0.2
ObjectId(5a1207ade10a9b00012aa320),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,kf7TnctJrF,2,nn,3,3,3,3,,6,0,-9,0,2,6,0,0,,40,0.2
ObjectId(5a1207ade10a9b00012aa321),0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,F7OECXuwqxYMtlYoywivRGZkv6wybd,YN4iF3gOY0,2,nn,4,4,3,3,3,-9,0,6,0,6,7,0,4,,54,0.2
ObjectId(5a1207b0e10a9b00012aa356),1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,F7OECXuwqxYMtlYoywivRGZkv6wybd,8EHTxNn67e,3,nn,1,3,,,,-2,0,12,0,5,6,1,4,,54,0.2
ObjectId(5a1207b1e10a9b00012aa357),0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,kf7TnctJrF,3,nn,2,3,3,,,12,0,-2,0,3,4,2,0,,40,0.2
ObjectId(5a1207b1e10a9b00012aa358),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,YN4iF3gOY0,3,nn,3,3,3,3,,-2,0,12,0,2,6,1,4,,54,0.2
ObjectId(5a1207b1e10a9b00012aa359),0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,Buyal0QlHz,3,nn,4,1,3,3,3,12,0,-2,0,3,4,2,0,,40,0.2
ObjectId(5a1207b4e10a9b00012aa38e),1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,F7OECXuwqxYMtlYoywivRGZkv6wybd,kf7TnctJrF,4,nn,1,3,,,,16,2,4,1,3,-6,0,0,,40,0.2
