_id,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,card12,card13,card14,card15,card16,card17,card18,card19,card20,card21,card22,card23,card24,card25,card26,card27,card28,card29,card30,card31,card32,card33,card34,card35,card36,card37,card38,card39,card40,card41,card42,card43,card44,card45,card46,card47,card48,card49,card50,card51,card52,gameId,playerId,handNumber,strategy,bidSelfOrder,bidSelfBid,bidRightBid,bidPartnerBid,bidLeftBid,scoreSelfTeamScore,scoreSelfTeamBags,scoreOtherTeamScore,scoreOtherTeamBags,tricksTaken,scoreChange,bagsChange,finalBags,winner,finalScore,learningVersion
ObjectId(5a120606e10a9b00012a8366),1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,1,nn,1,3,,,,0,0,0,0,1,-6,0,4,,13,0.2
ObjectId(5a120606e10a9b00012a8367),0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,1,nn,2,3,3,,,0,0,0,0,3,6,2,8,,54,0.2
ObjectId(5a120606e10a9b00012a8368),0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,1,nn,3,3,3,3,,0,0,0,0,3,-6,0,4,,13,0.2
ObjectId(5a120606e10a9b00012a8369),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,1,nn,4,3,3,3,3,0,0,0,0,5,6,2,8,,54,0.2
ObjectId(5a120608e10a9b00012a839e),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,2,nn,1,1,,,,6,2,-6,0,4,3,6,8,,54,0.2
ObjectId(5a120608e10a9b00012a839f),0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,2,nn,2,3,1,,,-6,0,6,2,3,-6,0,4,,13,0.2
ObjectId(5a120608e10a9b00012a83a0),0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,2,nn,3,2,3,1,,6,2,-6,0,5,3,6,8,,54,0.2
ObjectId(5a120608e10a9b00012a83a1),1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,2,nn,4,3,2,3,1,-6,0,6,2,1,-6,0,4,,13,0.2
ObjectId(5a12060be10a9b00012a83d6),0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,3,nn,1,1,,,,-12,0,9,8,3,4,0,4,,13,0.2
ObjectId(5a12060be10a9b00012a83d7),0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,3,nn,2,3,1,,,9,8,-12,0,6,6,3,8,,54,0.2
ObjectId(5a12060be10a9b00012a83d8),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,3,nn,3,3,3,1,,-12,0,9,8,1,4,0,4,,13,0.2
ObjectId(5a12060be10a9b00012a83d9),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,3,nn,4,3,3,3,1,9,8,-12,0,3,6,3,8,,54,0.2
ObjectId(5a12060ee10a9b00012a840e),0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,4,nn,1,3,,,,5,1,-8,0,5,6,1,8,,54,0.2
ObjectId(5a12060ee10a9b00012a840f),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,4,nn,2,3,3,,,-8,0,5,1,4,6,0,4,,13,0.2
ObjectId(5a12060ee10a9b00012a8410),0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,4,nn,3,3,3,3,,5,1,-8,0,2,6,1,8,,54,0.2
ObjectId(5a12060ee10a9b00012a8411),1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,4,nn,4,3,3,3,3,-8,0,5,1,2,6,0,4,,13,0.2
ObjectId(5a120610e10a9b00012a8446),0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,5,nn,1,3,,,,-2,0,11,2,1,6,0,4,,13,0.2
ObjectId(5a120610e10a9b00012a8447),1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,5,nn,2,3,3,,,11,2,-2,0,1,6,1,8,,54,0.2
ObjectId(5a120610e10a9b00012a8448),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,5,nn,3,3,3,3,,-2,0,11,2,5,6,0,4,,13,0.2
ObjectId(5a120610e10a9b00012a8449),0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,5,nn,4,3,3,3,3,11,2,-2,0,6,6,1,8,,54,0.2
ObjectId(5a120613e10a9b00012a847e),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,6,nn,1,3,,,,17,3,4,0,5,4,3,8,,54,0.2
ObjectId(5a120613e10a9b00012a847f),0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,6,nn,2,3,3,,,4,0,17,3,2,6,0,4,,13,0.2
ObjectId(5a120613e10a9b00012a8480),1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,6,nn,3,1,3,3,,17,3,4,0,2,4,3,8,,54,0.2
ObjectId(5a120613e10a9b00012a8481),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,6,nn,4,3,1,3,3,4,0,17,3,4,6,0,4,,13,0.2
ObjectId(5a120615e10a9b00012a84b6),0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,7,nn,1,3,,,,10,0,21,6,2,6,3,4,,13,0.2
ObjectId(5a120615e10a9b00012a84b7),1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,7,nn,2,3,3,,,21,6,10,0,2,-6,0,8,,54,0.2
ObjectId(5a120615e10a9b00012a84b8),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,7,nn,3,3,3,3,,10,0,21,6,7,6,3,4,,13,0.2
ObjectId(5a120615e10a9b00012a84b9),0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,7,nn,4,3,3,3,3,21,6,10,0,2,-6,0,8,,54,0.2
ObjectId(5a120618e10a9b00012a84ee),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,8,nn,1,3,,,,15,6,16,3,3,-6,0,8,,54,0.2
ObjectId(5a120618e10a9b00012a84ef),0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,8,nn,2,3,3,,,16,3,15,6,5,6,3,4,,13,0.2
ObjectId(5a120618e10a9b00012a84f0),0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,8,nn,3,3,3,3,,15,6,16,3,1,-6,0,8,,54,0.2
ObjectId(5a120618e10a9b00012a84f1),0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,8,nn,4,3,3,3,3,16,3,15,6,4,6,3,4,,13,0.2
ObjectId(5a12061ae10a9b00012a8526),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,9,nn,1,3,,,,22,6,9,6,2,6,0,4,,13,0.2
ObjectId(5a12061be10a9b00012a8527),0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,9,nn,2,3,3,,,9,6,22,6,3,6,1,8,,54,0.2
ObjectId(5a12061be10a9b00012a8528),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,9,nn,3,3,3,3,,22,6,9,6,4,6,0,4,,13,0.2
ObjectId(5a12061be10a9b00012a8529),0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,9,nn,4,3,3,3,3,9,6,22,6,4,6,1,8,,54,0.2
ObjectId(5a12061de10a9b00012a855e),0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,10,nn,1,3,,,,15,7,28,6,8,6,5,8,,54,0.2
ObjectId(5a12061de10a9b00012a855f),0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,10,nn,2,3,3,,,28,6,15,7,2,-6,0,4,,13,0.2
ObjectId(5a12061de10a9b00012a8560),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,10,nn,3,3,3,3,,15,7,28,6,3,6,5,8,,54,0.2
ObjectId(5a12061de10a9b00012a8561),1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,10,nn,4,3,3,3,3,28,6,15,7,0,-6,0,4,,13,0.2
ObjectId(5a120620e10a9b00012a8596),0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,11,nn,1,3,,,,22,6,11,2,4,6,2,4,,13,0.2
ObjectId(5a120620e10a9b00012a8597),1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,11,nn,2,3,3,,,11,2,22,6,4,-6,0,8,,54,0.2
ObjectId(5a120620e10a9b00012a8598),0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,11,nn,3,3,3,3,,22,6,11,2,4,6,2,4,,13,0.2
ObjectId(5a120620e10a9b00012a8599),0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,11,nn,4,3,3,3,3,11,2,22,6,1,-6,0,8,,54,0.2
ObjectId(5a120622e10a9b00012a85ce),1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,12,nn,1,3,,,,5,2,28,8,2,6,1,8,,54,0.2
ObjectId(5a120622e10a9b00012a85cf),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,12,nn,2,3,3,,,28,8,5,2,0,6,0,4,,13,0.2
ObjectId(5a120622e10a9b00012a85d0),0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,12,nn,3,3,3,3,,5,2,28,8,5,6,1,8,,54,0.2
ObjectId(5a120623e10a9b00012a85d1),0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,12,nn,4,3,3,3,3,28,8,5,2,6,6,0,4,,13,0.2
ObjectId(5a120625e10a9b00012a8606),0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,13,nn,1,1,,,,34,8,11,3,1,4,0,4,,13,0.2
ObjectId(5a120625e10a9b00012a8607),0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,13,nn,2,3,1,,,11,3,34,8,6,6,3,8,,54,0.2
ObjectId(5a120625e10a9b00012a8608),1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,13,nn,3,3,3,1,,34,8,11,3,3,4,0,4,,13,0.2
ObjectId(5a120625e10a9b00012a8609),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,13,nn,4,3,3,3,1,11,3,34,8,3,6,3,8,,54,0.2
ObjectId(5a120628e10a9b00012a863e),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,14,nn,1,3,,,,17,6,38,8,4,6,0,8,,54,0.2
ObjectId(5a120628e10a9b00012a863f),0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,14,nn,2,3,3,,,38,8,17,6,0,6,1,4,,13,0.2
ObjectId(5a120628e10a9b00012a8640),1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,14,nn,3,3,3,3,,17,6,38,8,2,6,0,8,,54,0.2
ObjectId(5a120628e10a9b00012a8641),0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,14,nn,4,3,3,3,3,38,8,17,6,7,6,1,4,,13,0.2
ObjectId(5a12062be10a9b00012a8676),0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,15,nn,1,3,,,,44,9,23,6,10,4,7,4,,13,0.2
ObjectId(5a12062be10a9b00012a8677),0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,15,nn,2,3,3,,,23,6,44,9,1,-5,0,8,,54,0.2
ObjectId(5a12062be10a9b00012a8678),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,15,nn,3,1,3,3,,44,9,23,6,1,4,7,4,,13,0.2
ObjectId(5a12062be10a9b00012a8679),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,15,nn,4,2,1,3,3,23,6,44,9,1,-5,0,8,,54,0.2
ObjectId(5a12062de10a9b00012a86ae),1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,16,nn,1,3,,,,18,6,38,6,2,6,1,8,,54,0.2
ObjectId(5a12062de10a9b00012a86af),0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,16,nn,2,3,3,,,38,6,18,6,1,4,2,4,,13,0.2
ObjectId(5a12062de10a9b00012a86b0),0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,16,nn,3,3,3,3,,18,6,38,6,5,6,1,8,,54,0.2
ObjectId(5a12062de10a9b00012a86b1),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,16,nn,4,1,3,3,3,38,6,18,6,5,4,2,4,,13,0.2
ObjectId(5a120630e10a9b00012a86e6),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,dKhOda7MaNPgviIWcaextWw1iiEnmt,9kBEGTuxN1,17,nn,1,3,,,,42,8,24,7,3,-6,0,4,,13,0.2
ObjectId(5a120630e10a9b00012a86e7),0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,jEoUsC6cHd,17,nn,2,3,3,,,24,7,42,8,4,6,3,8,,54,0.2
ObjectId(5a120630e10a9b00012a86e8),0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,Y6RY3HxQZY,17,nn,3,3,3,3,,42,8,24,7,1,-6,0,4,,13,0.2
ObjectId(5a120630e10a9b00012a86e9),0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,dKhOda7MaNPgviIWcaextWw1iiEnmt,QIvY4axwSs,17,nn,4,3,3,3,3,24,7,42,8,5,6,3,8,,54,0.2
